identificationID,datasetID,basisOfRecord,Location,decimalLatitude,decimalLongitude,eventDate,eventRemarks,samplingProtocol,sampleSizeValue,sampleSizeUnit,ScientificName,taxonID,nameAccordingToID,organismQuantity,occurrenceStatus,organismQuantityType
2001-09-18;a-k-01;b-k-01;t-k-146;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2001-09-18,kfm,rdfc -- FUL,2000,square meter,Neoclinus stephensae,281685,WORMS,0,absent,individual
1998-07-07;a-k-01;b-k-01;t-k-201;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1998-07-07,kfm,rdfc -- FUL,2000,square meter,Xystreurys liolepis,283199,WORMS,0,absent,individual
1995-08-23;a-k-01;b-k-01;t-k-224;c-k-00001;2,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1995-08-23,kfm,visualfish -- BOT,600,cubic meter,Sebastes mystinus,274823,WORMS,0,absent,individual
2001-07-17;a-k-01;b-k-01;t-k-121;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2001-07-17,kfm,rdfc -- FUL,2000,square meter,Sebastes mystinus,274823,WORMS,NA,NA,individual
2002-07-25;a-k-01;b-k-01;t-k-178;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2002-07-25,kfm,rdfc -- FUL,2000,square meter,Cymatogaster aggregata,280461,WORMS,0,absent,individual
2014-10-01;a-k-01;b-k-01;t-k-159;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2014-10-01,kfm,rdfc -- FUL,2000,square meter,Galeorhinus galeus,105820,WORMS,0,absent,individual
2014-10-01;a-k-01;b-k-01;t-k-130;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2014-10-01,kfm,rdfc -- FUL,2000,square meter,Cottidae,125589,WORMS,0,absent,individual
2007-07-11;a-k-01;b-k-01;t-k-203;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2007-07-11,kfm,rdfc -- FUL,2000,square meter,Stereolepis gigas,282884,WORMS,0,absent,individual
1986-07-09;a-k-01;b-k-01;t-k-223;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1986-07-09,kfm,visualfish -- BOT,600,cubic meter,Oxyjulis californica,240727,WORMS,3,present,individual
2008-09-09;a-k-01;b-k-01;t-k-232;c-k-00001;2,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2008-09-09,kfm,visualfish -- BOT,300,cubic meter,Hypsypops rubicundus,281130,WORMS,0,absent,individual
1996-07-22;a-k-01;b-k-01;t-k-112;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1996-07-22,kfm,rdfc -- FUL,2000,square meter,Oxylebius pictus,240743,WORMS,NA,NA,individual
1997-07-08;a-k-01;b-k-01;t-k-174;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1997-07-08,kfm,rdfc -- FUL,2000,square meter,Pholidae,125550,WORMS,0,absent,individual
2005-08-09;a-k-01;b-k-01;t-k-229;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2005-08-09,kfm,visualfish -- BOT,300,cubic meter,Embiotoca jacksoni,240746,WORMS,0,absent,individual
2009-08-18;a-k-01;b-k-01;t-k-175;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2009-08-18,kfm,rdfc -- FUL,2000,square meter,Myliobatis californica,271485,WORMS,0,absent,individual
2014-10-01;a-k-01;b-k-01;t-k-217;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2014-10-01,kfm,rdfc -- FUL,2000,square meter,Gobiidae,125537,WORMS,0,absent,individual
2011-09-15;a-k-01;b-k-01;t-k-225;c-k-00001;2,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2011-09-15,kfm,visualfish -- BOT,300,cubic meter,Sebastes serranoides,274852,WORMS,0,absent,individual
2004-07-28;a-k-01;b-k-01;t-k-127;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2004-07-28,kfm,rdfc -- FUL,2000,square meter,Sebastes serriceps,274853,WORMS,0,absent,individual
2014-10-01;a-k-01;b-k-01;t-k-212;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2014-10-01,kfm,rdfc -- FUL,2000,square meter,Ruscarius creaseri,282636,WORMS,0,absent,individual
1997-07-08;a-k-01;b-k-01;t-k-176;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1997-07-08,kfm,rdfc -- FUL,2000,square meter,Medialuna californiensis,281541,WORMS,0,absent,individual
2012-07-25;a-k-01;b-k-01;t-k-121;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2012-07-25,kfm,rdfc -- FUL,2000,square meter,Sebastes mystinus,274823,WORMS,9,present,individual
1994-09-27;a-k-01;b-k-01;t-k-223;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1994-09-27,kfm,visualfish -- BOT,600,cubic meter,Oxyjulis californica,240727,WORMS,1,present,individual
2002-07-25;a-k-01;b-k-01;t-k-228;c-k-00001;3,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2002-07-25,kfm,visualfish -- BOT,300,cubic meter,Semicossyphus pulcher,282753,WORMS,0,absent,individual
1996-09-18;a-k-01;b-k-01;t-k-225;c-k-00001;3,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1996-09-18,kfm,visualfish -- BOT,300,cubic meter,Sebastes serranoides,274852,WORMS,0,absent,individual
2002-07-25;a-k-01;b-k-01;t-k-228;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2002-07-25,kfm,visualfish -- BOT,300,cubic meter,Semicossyphus pulcher,282753,WORMS,0,absent,individual
2001-07-17;a-k-01;b-k-01;t-k-168;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2001-07-17,kfm,rdfc -- FUL,2000,square meter,Scorpaena guttata,274713,WORMS,0,absent,individual
2007-07-11;a-k-01;b-k-01;t-k-214;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2007-07-11,kfm,rdfc -- FUL,2000,square meter,Engraulidae,125465,WORMS,0,absent,individual
2009-08-18;a-k-01;b-k-01;t-k-223;c-k-00001;2,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2009-08-18,kfm,visualfish -- BOT,300,cubic meter,Oxyjulis californica,240727,WORMS,1,present,individual
2002-07-25;a-k-01;b-k-01;t-k-210;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2002-07-25,kfm,rdfc -- FUL,2000,square meter,Apogon guadalupensis,273016,WORMS,0,absent,individual
2013-10-20;a-k-01;b-k-01;t-k-157;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2013-10-20,kfm,rdfc -- FUL,2000,square meter,Heterostichus rostratus,281075,WORMS,0,absent,individual
2010-07-29;a-k-01;b-k-01;t-k-172;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2010-07-29,kfm,rdfc -- FUL,2000,square meter,Sebastes rastrelliger,274839,WORMS,0,absent,individual
1999-09-15;a-k-01;b-k-01;t-k-194;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1999-09-15,kfm,rdfc -- FUL,2000,square meter,Hyperprosopon argenteum,281098,WORMS,0,absent,individual
2005-08-09;a-k-01;b-k-01;t-k-176;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2005-08-09,kfm,rdfc -- FUL,2000,square meter,Medialuna californiensis,281541,WORMS,0,absent,individual
2003-09-25;a-k-01;b-k-01;t-k-224;c-k-00001;3,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2003-09-25,kfm,visualfish -- BOT,300,cubic meter,Sebastes mystinus,274823,WORMS,2,present,individual
2004-07-28;a-k-01;b-k-01;t-k-154;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2004-07-28,kfm,rdfc -- FUL,2000,square meter,Artedius harringtoni,279701,WORMS,0,absent,individual
2008-09-09;a-k-01;b-k-01;t-k-194;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2008-09-09,kfm,rdfc -- FUL,2000,square meter,Hyperprosopon argenteum,281098,WORMS,0,absent,individual
1997-07-08;a-k-01;b-k-01;t-k-169;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1997-07-08,kfm,rdfc -- FUL,2000,square meter,Lythrypnus zebra,281472,WORMS,0,absent,individual
2009-08-18;a-k-01;b-k-01;t-k-209;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2009-08-18,kfm,rdfc -- FUL,2000,square meter,Sebastes diploproa,274787,WORMS,0,absent,individual
2014-10-01;a-k-01;b-k-01;t-k-222;c-k-00001;2,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2014-10-01,kfm,visualfish -- BOT,300,cubic meter,Chromis punctipinnis,273751,WORMS,0,absent,individual
2000-08-30;a-k-01;b-k-01;t-k-116;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2000-08-30,kfm,rdfc -- FUL,2000,square meter,Sebastes auriculatus,274773,WORMS,0,absent,individual
2007-07-11;a-k-01;b-k-01;t-k-222;c-k-00001;3,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2007-07-11,kfm,visualfish -- BOT,300,cubic meter,Chromis punctipinnis,273751,WORMS,0,absent,individual
2007-07-11;a-k-01;b-k-01;t-k-168;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2007-07-11,kfm,rdfc -- FUL,2000,square meter,Scorpaena guttata,274713,WORMS,0,absent,individual
1999-06-30;a-k-01;b-k-01;t-k-224;c-k-00001;3,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1999-06-30,kfm,visualfish -- BOT,300,cubic meter,Sebastes mystinus,274823,WORMS,0,absent,individual
1998-09-15;a-k-01;b-k-01;t-k-124;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1998-09-15,kfm,rdfc -- FUL,2000,square meter,Citharichthys,158786,WORMS,0,absent,individual
1989-09-14;a-k-01;b-k-01;t-k-228;c-k-00001;3,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1989-09-14,kfm,visualfish -- BOT,600,cubic meter,Semicossyphus pulcher,282753,WORMS,3,present,individual
1986-07-09;a-k-01;b-k-01;t-k-229;c-k-00001;3,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1986-07-09,kfm,visualfish -- BOT,600,cubic meter,Embiotoca jacksoni,240746,WORMS,0,absent,individual
2007-07-11;a-k-01;b-k-01;t-k-225;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2007-07-11,kfm,visualfish -- BOT,300,cubic meter,Sebastes serranoides,274852,WORMS,0,absent,individual
1998-07-07;a-k-01;b-k-01;t-k-130;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1998-07-07,kfm,rdfc -- FUL,2000,square meter,Cottidae,125589,WORMS,0,absent,individual
2002-09-26;a-k-01;b-k-01;t-k-224;c-k-00001;4,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2002-09-26,kfm,visualfish -- BOT,300,cubic meter,Sebastes mystinus,274823,WORMS,0,absent,individual
2004-07-28;a-k-01;b-k-01;t-k-210;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2004-07-28,kfm,rdfc -- FUL,2000,square meter,Apogon guadalupensis,273016,WORMS,0,absent,individual
2002-09-26;a-k-01;b-k-01;t-k-134;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2002-09-26,kfm,rdfc -- FUL,2000,square meter,Lythrypnus dalli,281457,WORMS,0,absent,individual
2008-09-09;a-k-01;b-k-01;t-k-182;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2008-09-09,kfm,rdfc -- FUL,2000,square meter,Sebastes rosaceus,274841,WORMS,0,absent,individual
1995-09-28;a-k-01;b-k-01;t-k-225;c-k-00001;4,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1995-09-28,kfm,visualfish -- BOT,600,cubic meter,Sebastes serranoides,274852,WORMS,0,absent,individual
2014-10-01;a-k-01;b-k-01;t-k-203;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2014-10-01,kfm,rdfc -- FUL,2000,square meter,Stereolepis gigas,282884,WORMS,0,absent,individual
2009-08-18;a-k-01;b-k-01;t-k-229;c-k-00001;3,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2009-08-18,kfm,visualfish -- BOT,300,cubic meter,Embiotoca jacksoni,240746,WORMS,0,absent,individual
1990-07-24;a-k-01;b-k-01;t-k-227;c-k-00001;4,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1990-07-24,kfm,visualfish -- BOT,600,cubic meter,Paralabrax clathratus,282054,WORMS,0,absent,individual
1993-07-14;a-k-01;b-k-01;t-k-228;c-k-00001;2,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1993-07-14,kfm,visualfish -- BOT,600,cubic meter,Semicossyphus pulcher,282753,WORMS,2,present,individual
2003-09-09;a-k-01;b-k-01;t-k-205;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2003-09-09,kfm,rdfc -- FUL,2000,square meter,Porichthys,158783,WORMS,0,absent,individual
2004-07-28;a-k-01;b-k-01;t-k-227;c-k-00001;2,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2004-07-28,kfm,visualfish -- BOT,300,cubic meter,Paralabrax clathratus,282054,WORMS,0,absent,individual
2002-09-26;a-k-01;b-k-01;t-k-123;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2002-09-26,kfm,rdfc -- FUL,2000,square meter,Semicossyphus pulcher,282753,WORMS,0,absent,individual
2011-09-15;a-k-01;b-k-01;t-k-112;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2011-09-15,kfm,rdfc -- FUL,2000,square meter,Oxylebius pictus,240743,WORMS,16,present,individual
2004-09-29;a-k-01;b-k-01;t-k-137;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2004-09-29,kfm,rdfc -- FUL,2000,square meter,Rhacochilus vacca,282576,WORMS,0,absent,individual
2000-06-28;a-k-01;b-k-01;t-k-229;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2000-06-28,kfm,visualfish -- BOT,300,cubic meter,Embiotoca jacksoni,240746,WORMS,1,present,individual
2002-09-26;a-k-01;b-k-01;t-k-227;c-k-00001;2,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2002-09-26,kfm,visualfish -- BOT,300,cubic meter,Paralabrax clathratus,282054,WORMS,0,absent,individual
1998-09-15;a-k-01;b-k-01;t-k-149;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1998-09-15,kfm,rdfc -- FUL,2000,square meter,Sebastes paucispinis,274833,WORMS,0,absent,individual
2000-06-28;a-k-01;b-k-01;t-k-228;c-k-00001;4,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2000-06-28,kfm,visualfish -- BOT,300,cubic meter,Semicossyphus pulcher,282753,WORMS,0,absent,individual
2010-07-29;a-k-01;b-k-01;t-k-130;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2010-07-29,kfm,rdfc -- FUL,2000,square meter,Cottidae,125589,WORMS,0,absent,individual
2011-09-15;a-k-01;b-k-01;t-k-148;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2011-09-15,kfm,rdfc -- FUL,2000,square meter,Sebastes,126175,WORMS,5,present,individual
1991-10-16;a-k-01;b-k-01;t-k-227;c-k-00001;4,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1991-10-16,kfm,visualfish -- BOT,600,cubic meter,Paralabrax clathratus,282054,WORMS,0,absent,individual
1986-08-19;a-k-01;b-k-01;t-k-227;c-k-00001;4,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1986-08-19,kfm,visualfish -- BOT,600,cubic meter,Paralabrax clathratus,282054,WORMS,1,present,individual
1999-09-15;a-k-01;b-k-01;t-k-176;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1999-09-15,kfm,rdfc -- FUL,2000,square meter,Medialuna californiensis,281541,WORMS,0,absent,individual
2002-07-25;a-k-01;b-k-01;t-k-188;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2002-07-25,kfm,rdfc -- FUL,2000,square meter,Gymnothorax mordax,271856,WORMS,0,absent,individual
2006-09-12;a-k-01;b-k-01;t-k-117;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2006-09-12,kfm,rdfc -- FUL,2000,square meter,Sebastes carnatus,274779,WORMS,0,absent,individual
2000-08-30;a-k-01;b-k-01;t-k-109;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2000-08-30,kfm,rdfc -- FUL,2000,square meter,Gibbonsia,269206,WORMS,0,absent,individual
2010-07-29;a-k-01;b-k-01;t-k-156;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2010-07-29,kfm,rdfc -- FUL,2000,square meter,Sebastes,126175,WORMS,0,absent,individual
1998-07-07;a-k-01;b-k-01;t-k-226;c-k-00001;4,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1998-07-07,kfm,visualfish -- BOT,300,cubic meter,Sebastes atrovirens,274772,WORMS,0,absent,individual
1997-07-08;a-k-01;b-k-01;t-k-115;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1997-07-08,kfm,rdfc -- FUL,2000,square meter,Sebastes atrovirens,274772,WORMS,NA,NA,individual
1990-09-25;a-k-01;b-k-01;t-k-223;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1990-09-25,kfm,visualfish -- BOT,600,cubic meter,Oxyjulis californica,240727,WORMS,12,present,individual
2010-07-29;a-k-01;b-k-01;t-k-136;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2010-07-29,kfm,rdfc -- FUL,2000,square meter,Paralabrax clathratus,282054,WORMS,0,absent,individual
2005-08-09;a-k-01;b-k-01;t-k-126;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2005-08-09,kfm,rdfc -- FUL,2000,square meter,Sebastes,126175,WORMS,0,absent,individual
2000-08-30;a-k-01;b-k-01;t-k-225;c-k-00001;3,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2000-08-30,kfm,visualfish -- BOT,300,cubic meter,Sebastes serranoides,274852,WORMS,0,absent,individual
1994-09-27;a-k-01;b-k-01;t-k-226;c-k-00001;4,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1994-09-27,kfm,visualfish -- BOT,600,cubic meter,Sebastes atrovirens,274772,WORMS,0,absent,individual
1999-09-15;a-k-01;b-k-01;t-k-120;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1999-09-15,kfm,rdfc -- FUL,2000,square meter,Sebastes flavidus,274795,WORMS,0,absent,individual
1985-06-26;a-k-01;b-k-01;t-k-223;c-k-00001;2,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1985-06-26,kfm,visualfish -- BOT,600,cubic meter,Oxyjulis californica,240727,WORMS,0,absent,individual
2014-10-01;a-k-01;b-k-01;t-k-206;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2014-10-01,kfm,rdfc -- FUL,2000,square meter,Porichthys notatus,275658,WORMS,0,absent,individual
1985-06-26;a-k-01;b-k-01;t-k-230;c-k-00001;4,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1985-06-26,kfm,visualfish -- BOT,600,cubic meter,Embiotoca lateralis,240740,WORMS,2,present,individual
1990-09-25;a-k-01;b-k-01;t-k-224;c-k-00001;3,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1990-09-25,kfm,visualfish -- BOT,600,cubic meter,Sebastes mystinus,274823,WORMS,3,present,individual
2004-07-28;a-k-01;b-k-01;t-k-225;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2004-07-28,kfm,visualfish -- BOT,300,cubic meter,Sebastes serranoides,274852,WORMS,0,absent,individual
1996-07-22;a-k-01;b-k-01;t-k-128;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1996-07-22,kfm,rdfc -- FUL,2000,square meter,Alloclinus holderi,279560,WORMS,0,absent,individual
1997-07-08;a-k-01;b-k-01;t-k-136;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,1997-07-08,kfm,rdfc -- FUL,2000,square meter,Paralabrax clathratus,282054,WORMS,0,absent,individual
2010-07-29;a-k-01;b-k-01;t-k-147;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2010-07-29,kfm,rdfc -- FUL,2000,square meter,Phanerodon furcatus,240730,WORMS,0,absent,individual
2002-09-26;a-k-01;b-k-01;t-k-142;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2002-09-26,kfm,rdfc -- FUL,2000,square meter,Artedius corallinus,279699,WORMS,0,absent,individual
2007-07-11;a-k-01;b-k-01;t-k-106;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2007-07-11,kfm,rdfc -- FUL,2000,square meter,Chromis punctipinnis,273751,WORMS,0,absent,individual
2001-09-18;a-k-01;b-k-01;t-k-116;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2001-09-18,kfm,rdfc -- FUL,2000,square meter,Sebastes auriculatus,274773,WORMS,0,absent,individual
2001-07-17;a-k-01;b-k-01;t-k-214;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2001-07-17,kfm,rdfc -- FUL,2000,square meter,Engraulidae,125465,WORMS,0,absent,individual
2012-07-25;a-k-01;b-k-01;t-k-176;c-k-00001;1,10.6073/pasta/ae7a51738a412dda3cc7ced221c5e90d,HumanObservation,1_NA,34.02236667,-120.3874667,2012-07-25,kfm,rdfc -- FUL,2000,square meter,Medialuna californiensis,281541,WORMS,0,absent,individual
